MLSNumber,MLS,FullAddress,City,StateOrProvince,PostalCode
8720,Apples,194 Santa Clara DR 194-3,Apples,FL,34104
8721,Apples,460 12th AVE NW ,Apples,FL,34120
8722,Apples,19468 Caladesi DR ,ESTERO,FL,33967
8723,Apples,1001 Arbor Lake DR 804,Apples,FL,34110
8724,Apples,701 Crossfield CIR ,Apples,FL,34104
8725,Apples,421 13th ST NW ,Apples,FL,34120
8726,Apples,3945 Deer Crossing CT 202,Apples,FL,34114
8727,Apples,711 4th ST SE ,Apples,FL,34117
8728,Apples,8115 Celeste DR 6112,Apples,FL,34113
8729,Apples,3310 9th AVE ,CAPE CORAL,FL,33909
8730,Apples,264 8th AVE S ,Apples,FL,34102
8731,Apples,3408 8th PL ,CAPE CORAL,FL,33909
8732,Apples,580 El Camino Real 3206,Apples,FL,34119
8733,Apples,3615 12th AVE ,CAPE CORAL,FL,33909
8734,Apples,28032 Bridgetown CT 4714,BONITA SPRINGS,FL,34135
8735,Apples,3721 23rd AVE ,CAPE CORAL,FL,33909
8736,Apples,6573 Marissa LOOP 601,Apples,FL,34108
8737,Apples,4409 21st PL ,CAPE CORAL,FL,33909
8738,Apples,28750 Trails Edge BLVD 203,BONITA SPRINGS,FL,34134
8739,Apples,600 Neapolitan WAY 351,Apples,FL,34103-1901
8740,Apples,3710 Fieldstone BLVD 5-104,Apples,FL,34109
8741,Apples,12730 Glen Hollow DR ,BONITA SPRINGS,FL,34135
8742,Apples,7827 Ionio CT ,Apples,FL,34114
8743,Apples,170 Cypress WAY E 5B,Apples,FL,34110
8744,Apples,2475 Santa Barbara BLVD ,Apples,FL,34116
8745,Apples,2115 Arielle DR 2601,Apples,FL,34109
8746,Apples,15202 Brolio WAY ,Apples,FL,34110
8747,Apples,3222 Quilcene LN ,Apples,FL,34114
8748,Apples,4452 Aurora ST ,Apples,FL,34119
8749,Apples,14528 Lieto LN ,BONITA SPRINGS,FL,34135
8750,Apples,4301 19th PL SW ,Apples,FL,34116
8751,Apples,9242 Vanderbilt DR ,Apples,FL,34108
8752,Apples,7399 Lantana CIR ,Apples,FL,34119
8753,Apples,1285 Gulf Shore BLVD N 5C,Apples,FL,34102
8754,Apples,14748 Cranberry CT ,Apples,FL,34114
8755,Apples,610 Club Marco CIR 202,MARCO ISLAND,FL,34145
8756,Apples,1977 Gulf Shore BLVD N 502,Apples,FL,34102
8757,Apples,12351 Woodrose CT 4,FORT MYERS,FL,33907
8758,Apples,11804 Meadowrun CIR ,FORT MYERS,FL,33913
8759,Apples,11796 Meadowrun CIR ,FORT MYERS,FL,33913
8760,Apples,4760 Formosa DR ,Apples,FL,34119
8761,Apples,15301 Floresta LN ,FORT MYERS,FL,33908
8762,Apples,6510 Valen WAY B-305,Apples,FL,34108
8763,Apples,23291 Sanabria LOOP ,BONITA SPRINGS,FL,34135
8764,Apples,28 Queen Palm DR 28,Apples,FL,34114
8765,Apples,15311 Floresta LN ,FORT MYERS,FL,33908
8766,Apples,15321 Floresta LN ,FORT MYERS,FL,33908
8767,Apples,1983 Imperial Golf Course BLVD ,Apples,FL,34110
8768,Apples,801 Collier BLVD N-305,MARCO ISLAND,FL,34145
8769,Apples,2390 Bayou LN 6,Apples,FL,34112
8770,Apples,201 Arbor Lake DR 2-202,Apples,FL,34110
8771,Apples,9287 Museo CIR 101,Apples,FL,34114
8772,Apples,14234 Charthouse CIR ,Apples,FL,34114
8773,Apples,380 Seaview CT 1509,MARCO ISLAND,FL,34145
8774,Apples,14105 Lavante CT ,BONITA SPRINGS,FL,34135
8775,Apples,4151 Gulf Shore BLVD N PH-3N,Apples,FL,34103
8776,Apples,121 Marseille DR ,Apples,FL,34112
8777,Apples,199 Coconut Palm CIR 199,Apples,FL,34114
8778,Apples,1420 Jewel Box AVE ,Apples,FL,34102
8779,Apples,6499 Everglades BLVD N ,Apples,FL,34104
8780,Apples,119 51st TER ,CAPE CORAL,FL,33914
8781,Apples,3000 Oasis Grand BLVD LPH3,FORT MYERS,FL,33916
8782,Apples,231 La Peninsula BLVD 231,Apples,FL,34113
8783,Apples,5161 Teak Wood DR 95,Apples,FL,34119
8784,Apples,8175 Celeste DR 1231,Apples,FL,34113
8785,Apples,7025 Dennis CIR G-203,Apples,FL,34104
8786,Apples,2863 Tiburon BLVD E 101,Apples,FL,34109
8787,Apples,1030 3rd AVE S 117,Apples,FL,34102
8788,Apples,817 Vistana CIR ,Apples,FL,34119
8789,Apples,9494 Napoli LN 102,Apples,FL,34113
8790,Apples,7092 Timberland CIR 1-102,Apples,FL,34109
8791,Apples,1290 Yesica Ann CIR G-102,Apples,FL,34110
8792,Apples,1158 Oakes BLVD ,Apples,FL,34119
8793,Apples,5070 Cedar Springs DR 102,Apples,FL,34110
8794,Apples,3150 Midship DR ,NORTH FORT MYERS,FL,33903
8795,Apples,1110 Coconut CIR W ,Apples,FL,34104
8796,Apples,9107 Capistrano ST S 7801,Apples,FL,34113
8797,Apples,5855 Westbourgh CT ,Apples,FL,34112
8798,Apples,165 Wading Bird CIR M-202,Apples,FL,34110
8799,Apples,571 107th AVE N ,Apples,FL,34108
8800,Apples,1633 Songbird CT ,Apples,FL,34120
8801,Apples,3536 Cherry Blossom CT 203,ESTERO,FL,33928
8802,Apples,16112 Palmetto ST ,PUNTA GORDA,FL,33982
8803,Apples,2323 Tradition WAY 201,Apples,FL,34105
8804,Apples,669 Grand Rapids BLVD ,Apples,FL,34120
8805,Apples,4420 Botanical Place CIR 405,Apples,FL,34112
8806,Apples,2738 Tiburon BLVD E B-206,Apples,FL,34109
8807,Apples,800 Golf DR S-109,Apples,FL,34102
8808,Apples,4310 11th ST SW ,LEHIGH ACRES,FL,33976
8809,Apples,8390 Big Acorn CIR 1104,Apples,FL,34119
8810,Apples,2331 19th ST SW ,Apples,FL,34117
8811,Apples,7869 Clemson ST 201,Apples,FL,34104
8812,Apples,2390 Ravenna BLVD 101,Apples,FL,34109
8813,Apples,3315 Europa DR 123,Apples,FL,34105
8814,Apples,9059 CASCADA WAY 102,Apples,FL,34114
8815,Apples,14783 Spinnaker WAY ,Apples,FL,34114
8816,Apples,5 Maui CIR 5,Apples,FL,34112
8817,Apples,14669 Reserve LN ,Apples,FL,34109
8818,Apples,2361 Anguilla DR 102,Apples,FL,34120
8819,Apples,2360 Anguilla DR 102,Apples,FL,34120
8820,Apples,28490 Capraia DR ,BONITA SPRINGS,FL,34135
8821,Apples,7930 Estero BLVD PH-4,FORT MYERS BEACH,FL,33931
8822,Apples,9042 Bronco CT ,Apples,FL,34113
8823,Apples,2361 Anguilla DR 202,Apples,FL,34120
8824,Apples,1302 Park Lake DR ,Apples,FL,34110
8825,Apples,4130 1st AVE SW ,Apples,FL,34119
8826,Apples,10878 Stonington AVE ,FORT MYERS,FL,33913
8827,Apples,2360 Anguilla DR 202,Apples,FL,34120
8828,Apples,76 6th AVE S ,Apples,FL,34102
8829,Apples,5916 Three Iron DR 2603,Apples,FL,34110
8830,Apples,8022 Gopher Tortoise TRL ,LEHIGH ACRES,FL,33972
8831,Apples,8020 Gopher Tortoise TRL ,LEHIGH ACRES,FL,33972
8832,Apples,2736 4th PL ,CAPE CORAL,FL,33909
8833,Apples,1708 29th TER ,CAPE CORAL,FL,33991
8834,Apples,23461 Alamanda DR 101,ESTERO,FL,34135
8835,Apples,2212 18th TER ,CAPE CORAL,FL,33991
8836,Apples,10040 Boca AVE S ,Apples,FL,34109
8837,Apples,2820 21st AVE ,CAPE CORAL,FL,33991
8838,Apples,1213 22nd ST ,CAPE CORAL,FL,33991
8839,Apples,3400 Gold Flower ST ,ALVA,FL,33920
8840,Apples,19611 Tesoro WAY ,ESTERO,FL,33967
8841,Apples,1300 Henley ST 1806,Apples,FL,34105
8842,Apples,1966 Terrazzo LN ,Apples,FL,34104
8843,Apples,25776 Lake Amelia WAY 202,BONITA SPRINGS,FL,34135
8844,Apples,407 Kendall DR ,MARCO ISLAND,FL,34145
8845,Apples,3443 Gulf Shore BLVD N 714,Apples,FL,34103
8846,Apples,2295 Snook DR ,Apples,FL,34102
8847,Apples,10212 Via Colomba CIR ,FORT MYERS,FL,33966
8848,Apples,2907 Gilford WAY ,Apples,FL,34119
8849,Apples,6918 Satinleaf RD N 202,Apples,FL,34109
8850,Apples,1024 Anglers CV C-503,MARCO ISLAND,FL,34145
8851,Apples,5667 Rattlesnake Hammock RD 302B,Apples,FL,34113
8852,Apples,21729 Bella Terra BLVD ,ESTERO,FL,33928
8853,Apples,26291 Squire LN ,BONITA SPRINGS,FL,34135
8854,Apples,486 Collier BLVD ,MARCO ISLAND,FL,34145
8855,Apples,14526 Kelson CIR ,Apples,FL,34114
8856,Apples,279 Forest Hills BLVD ,Apples,FL,34113
8857,Apples,6597 Nicholas BLVD 1805,Apples,FL,34108
8858,Apples,14641 Kelson CIR ,Apples,FL,34114
8859,Apples,167 Collier BLVD H8,MARCO ISLAND,FL,34145
8860,Apples,14630 Stillwater WAY ,Apples,FL,34114
8861,Apples,3962 Recreation LN ,Apples,FL,34116
8862,Apples,3505 Laurel Greens LN S 201,Apples,FL,34119
8863,Apples,9680 Monteverdi WAY ,FORT MYERS,FL,33912
8864,Apples,51 2nd AVE S ,Apples,FL,34102
8865,Apples,350 Collier BLVD 304,MARCO ISLAND,FL,34145
8866,Apples,9288 Menaggio CT 101,Apples,FL,34114
8867,Apples,8081 Players Cove DR 202,Apples,FL,34113
8868,Apples,14634 Stillwater WAY ,Apples,FL,34114
8869,Apples,606 103rd AVE N ,Apples,FL,34108
8870,Apples,4269 43rd AVE NE ,Apples,FL,34120
8871,Apples,5912 Three Iron DR 2402,Apples,FL,34110
8872,Apples,1491 Chesapeake AVE 4,Apples,FL,34102
8873,Apples,7840 Umberto CT ,Apples,FL,34114
8874,Apples,6072 Dogleg DR ,Apples,FL,34113
8875,Apples,9007 Cherry Oaks TRL 202,Apples,FL,34114
8876,Apples,201 Caribbean RD ,Apples,FL,34108
8877,Apples,13395 Silktail DR ,Apples,FL,34109
8878,Apples,3066 Birchin LN ,FORT MYERS,FL,33916
8879,Apples,4149 Bloomfield ST ,FORT MYERS,FL,33916
8880,Apples,3057 Royal Gardens AVE ,FORT MYERS,FL,33916
8881,Apples,1214 Wildwood LN ,Apples,FL,34105
8882,Apples,3123 Royal Gardens AVE ,FORT MYERS,FL,33916
8883,Apples,110 Copperfield CT ,MARCO ISLAND,FL,34145
8884,Apples,9241 Spring Run BLVD 2206,ESTERO,FL,34135
8885,Apples,440 Seaview CT 1606,MARCO ISLAND,FL,34145
8886,Apples,17951 Bonita National BLVD 434,BONITA SPRINGS,FL,34135
8887,Apples,17450 Blueberry Hill DR A,FORT MYERS,FL,33908
8888,Apples,8121 Via Vecchia ,Apples,FL,34108
8889,Apples,2772 38th AVE SE ,Apples,FL,34117
8890,Apples,3425 Laurel Greens LN S 202,Apples,FL,34119
8891,Apples,5076 Arancia LN ,AVE MARIA,FL,34142
8892,Apples,21490 Strada Nuova CIR 209,ESTERO,FL,33928
8893,Apples,11101 Corsia Trieste WAY 205,BONITA SPRINGS,FL,34135
8894,Apples,773 Wiggins Lake DR 205,Apples,FL,34110
8895,Apples,57 Silver Oaks CIR 104,Apples,FL,34119
8896,Apples,1890 Della DR ,Apples,FL,34117
8897,Apples,176 Collier BLVD 405,MARCO ISLAND,FL,34145
8898,Apples,810 Meadowland DR D,Apples,FL,34108
8899,Apples,9400 Bramley TER ,FORT MYERS,FL,33967
8900,Apples,888 13th ST NW ,Apples,FL,34120
8901,Apples,8375 Heritage Links CT 1825,Apples,FL,34112
8902,Apples,2077 Isla De Palma CIR ,Apples,FL,34119
8903,Apples,333 Harbour DR 209,Apples,FL,34103
8904,Apples,3253 German Woods CT ,Apples,FL,34116
8905,Apples,1900 Gulf Shore BLVD N 304,Apples,FL,34102
8906,Apples,7300 Province WAY 1210,Apples,FL,34104
8907,Apples,4490 Wayside DR ,Apples,FL,34119
8908,Apples,410 Edgewater CT ,MARCO ISLAND,FL,34145
8909,Apples,469 Hartley ST ,MARCO ISLAND,FL,34145
8910,Apples,10997 Park AVE ,BONITA SPRINGS,FL,34135
8911,Apples,27 Watercolor WAY 27,Apples,FL,34113
8912,Apples,2 Water Oaks WAY 1-1.1,Apples,FL,34105
8913,Apples,2131 Hickeys Creekside DR ,ALVA,FL,33920
8914,Apples,14621 Bellino TER 202,BONITA SPRINGS,FL,34135
8915,Apples,693 Seaview CT A-207,MARCO ISLAND,FL,34145
8916,Apples,2012 18th ST ,CAPE CORAL,FL,33993
8917,Apples,22 Lanai CIR 22,Apples,FL,34112
8918,Apples,8111 Calle Canovas CT ,Apples,FL,34114
8919,Apples,3082 Windsong CT 304,Apples,FL,34109
8920,Apples,1290 Rialto WAY 201,Apples,FL,34114
8921,Apples,8107 Calle Canovas CT ,Apples,FL,34114
8922,Apples,580 El Camino Real 3403,Apples,FL,34119
8923,Apples,801 Teryl RD 2,Apples,FL,34112
8924,Apples,864 Rue Labeau CIR ,FORT MYERS,FL,33913
8925,Apples,3030 Binnacle DR 106,Apples,FL,34103
8926,Apples,23159 Amgci WAY 203,ESTERO,FL,33928
8927,Apples,354 Charlemagne BLVD E103,Apples,FL,34112
8928,Apples,1398 Redona WAY ,Apples,FL,34113
8929,Apples,3329 Runaway LN ,Apples,FL,34114
8930,Apples,1392 Churchill CIR O-202,Apples,FL,34116
8931,Apples,10256 Cobble Notch LOOP 101,BONITA SPRINGS,FL,34135
8932,Apples,8355 Lucello TER N ,Apples,FL,34114
8933,Apples,12521 Fenhurst WAY ,Apples,FL,34120
8934,Apples,28160 Sunset DR ,BONITA SPRINGS,FL,34134
8935,Apples,17290 Cherrywood CT 6102,BONITA SPRINGS,FL,34135
8936,Apples,2880 Tiburon BLVD E ,Apples,FL,34109
8937,Apples,1868 Dogwood DR ,MARCO ISLAND,FL,34145
8938,Apples,36 Algonquin CT ,MARCO ISLAND,FL,34145
8939,Apples,10345 Heritage Bay BLVD 2011,Apples,FL,34120
8940,Apples,1540 Galleon AVE ,MARCO ISLAND,FL,34145
8941,Apples,3437 43rd AVE NE ,Apples,FL,34120
8942,Apples,3033 Driftwood WAY 3408,Apples,FL,34109
8943,Apples,6789 Bent Grass DR ,Apples,FL,34113
8944,Apples,1350 Spyglass LN ,Apples,FL,34102
8945,Apples,3928 King Edwards ST ,FORT MYERS,FL,33916
8946,Apples,1140 Clam CT 5,Apples,FL,34102
8947,Apples,14550 Red Fox RUN 407,Apples,FL,34110
8948,Apples,1064 Manor Lake DR B-205,Apples,FL,34110
8949,Apples,3176 Estancia LN ,CAPE CORAL,FL,33909
8950,Apples,20493 Sherrill LN ,ESTERO,FL,33928
8951,Apples,3407 Acapulco CIR ,CAPE CORAL,FL,33909
8952,Apples,4704 Turnstone CT ,Apples,FL,34119
8953,Apples,970 Cape Marco DR 1607,MARCO ISLAND,FL,34145
8954,Apples,595 Gordonia RD ,Apples,FL,34108
8955,Apples,4579 Chippendale DR ,Apples,FL,34112
8956,Apples,8339 Ibis Cove CIR A-151,Apples,FL,34119
8957,Apples,6941 Hunters RD ,Apples,FL,34109
8958,Apples,4508 Aurora ST ,Apples,FL,34119
8959,Apples,20090 Seagrove ST 2103,ESTERO,FL,33928
8960,Apples,9448 Isla Bella CIR ,BONITA SPRINGS,FL,34135
8961,Apples,2636 Second ST ,FORT MYERS,FL,33916
8962,Apples,1664 Vinland WAY ,Apples,FL,34105
8963,Apples,6597 Nicholas BLVD 206,Apples,FL,34108
8964,Apples,2109 10th LN ,CAPE CORAL,FL,33990
8965,Apples,219 3rd AVE S 219,Apples,FL,34102
8966,Apples,2550 Aspen Creek LN 101,Apples,FL,34119
8967,Apples,5051 Pelican Colony BLVD 302,BONITA SPRINGS,FL,34134
8968,Apples,6047 Plana Cays DR ,Apples,FL,34113
8969,Apples,7783 Martino CIR ,Apples,FL,34112
8970,Apples,28023 Pisces LN ,BONITA SPRINGS,FL,34135
8971,Apples,184 Seabreeze AVE ,Apples,FL,34108
8972,Apples,232 2nd ST S ,Apples,FL,34102
8973,Apples,5976 Via Bella CT ,Apples,FL,34109
8974,Apples,1100 8th AVE S 102A,Apples,FL,34102
8975,Apples,6800 Beach Resort DR 2306,Apples,FL,34114
8976,Apples,27028 Adriana CIR 102,BONITA SPRINGS,FL,34135
8977,Apples,160 Palm ST 206,MARCO ISLAND,FL,34145
8978,Apples,1517 57th TER ,CAPE CORAL,FL,33914
8979,Apples,127 Mediterranean WAY 127,Apples,FL,34104
8980,Apples,761 11th ST NW ,Apples,FL,34120
8981,Apples,1230 Sweetwater LN 2202,Apples,FL,34110
8982,Apples,295 Grande WAY 403,Apples,FL,34110
8983,Apples,957 Rosea CT ,Apples,FL,34104
8984,Apples,5620 Woodmere Lake CIR B-101,Apples,FL,34112
8985,Apples,15877 Marcello CIR ,Apples,FL,34110
8986,Apples,6573 Marissa LOOP 1904,Apples,FL,34108
8987,Apples,701 Palm View DR DP1,Apples,FL,34110
8988,Apples,8808 La Palma LN ,Apples,FL,34108
8989,Apples,6656 Trail BLVD ,Apples,FL,34108
8990,Apples,260 Barefoot Beach BLVD 204,BONITA SPRINGS,FL,34134
8991,Apples,1609 Mockingbird DR ,Apples,FL,34120
8992,Apples,10528 Casella WAY 102,FORT MYERS,FL,33966
8993,Apples,10528 Casella WAY 201,FORT MYERS,FL,33966
8994,Apples,300 Wyndemere WAY C-303,Apples,FL,34105
8995,Apples,11978 Heather Woods CT ,Apples,FL,34120
8996,Apples,7280 Coventry CT 514,Apples,FL,34104
8997,Apples,7127 Marconi CT ,Apples,FL,34114
8998,Apples,7615 Arbor Lakes CT 413,Apples,FL,34112
8999,Apples,4031 Ice Castle WAY 5,Apples,FL,34112
9000,Apples,7240 Coventry CT 316,Apples,FL,34104
9001,Apples,49 High Point CIR S 102,Apples,FL,34103
9002,Apples,3103 9th ST SW ,LEHIGH ACRES,FL,33976
9003,Apples,23171 Rosedale DR 101,ESTERO,FL,34135
9004,Apples,1045 Sandpiper ST G103,Apples,FL,34102
9005,Apples,1001 Arbor Lake DR 1204,Apples,FL,34110
9006,Apples,3883 Gibralter DR ,Apples,FL,34119
9007,Apples,1336 Park Lake DR 28-L,Apples,FL,34110
9008,Apples,5122 Rutland CT ,CAPE CORAL,FL,33904
9009,Apples,8485 Benelli CT ,Apples,FL,34114
9010,Apples,401 Bayfront PL 3406,Apples,FL,34102
9011,Apples,11896 Hedgestone CT ,Apples,FL,34120
9012,Apples,12616 Fairington WAY ,FORT MYERS,FL,33913
9013,Apples,7667 Groves RD ,Apples,FL,34109
9014,Apples,8063 Panther TRL 1304,Apples,FL,34113
9015,Apples,3615 Boca Ciega DR 108,Apples,FL,34112
9016,Apples,380 Seaview CT 1605,MARCO ISLAND,FL,34145
9017,Apples,7950 Mahogany Run LN 416,Apples,FL,34113
9018,Apples,7965 Mahogany Run LN 323,Apples,FL,34113
9019,Apples,8287 Key Royal LN 1526,Apples,FL,34119
9020,Apples,1329 Nottingham DR ,Apples,FL,34109
9021,Apples,12010 Covent Gardens CT 102,Apples,FL,34120
9022,Apples,7925 Preserve CIR 315,Apples,FL,34119
9023,Apples,1228 Commonwealth CIR O-201,Apples,FL,34116
9024,Apples,1479 Palma Blanca CT ,Apples,FL,34119
9025,Apples,964 8th AVE S B-2,Apples,FL,34102
9026,Apples,3695 Nelsons WALK ,Apples,FL,34102
9027,Apples,17261 Cherrywood CT 8802,BONITA SPRINGS,FL,34135
9028,Apples,9719 Acqua CT 211,Apples,FL,34113
9029,Apples,8259 Parkstone PL 8-103,Apples,FL,34120
9030,Apples,8217 Parkstone PL 1-206,Apples,FL,34120
9031,Apples,8298 Key Royal LN 432,Apples,FL,34119
9032,Apples,8275 Key Royal CIR 1113,Apples,FL,34119
9033,Apples,640 York TER ,Apples,FL,34109
9034,Apples,3401 Crayton RD ,Apples,FL,34103
9035,Apples,255 Rotonda CIR ,ROTONDA WEST,FL,33947
9036,Apples,4883 Hampshire CT 302,Apples,FL,34112
9037,Apples,4460 Yacht Harbor DR ,Apples,FL,34112
9038,Apples,8635 Cavano ST ,Apples,FL,34119
9039,Apples,11872 Arboretum Run DR 202,FORT MYERS,FL,33913
9040,Apples,280 Collier BLVD S 401,MARCO ISLAND,FL,34145
9041,Apples,7525 Stoneybrook DR 926,Apples,FL,34112
9042,Apples,10062 Palazzo DR ,Apples,FL,34119
9043,Apples,10129 Florence CIR ,Apples,FL,34119
9044,Apples,2008 Ann AVE N ,LEHIGH ACRES,FL,33971
9045,Apples,19034 Elston WAY ,ESTERO,FL,33928
9046,Apples,2607 Cartagena AVE ,FORT MYERS,FL,33905
9047,Apples,4751 Gulf Shore BLVD N 503,Apples,FL,34103
9048,Apples,3808 Ruby WAY ,Apples,FL,34114
9049,Apples,1560 Osprey AVE ,Apples,FL,34102
9050,Apples,11025 Longshore WAY W ,Apples,FL,34119
9051,Apples,15400 Cedarwood LN 1-201,Apples,FL,34110
9052,Apples,3410 Gulf Shore BLVD N 202,Apples,FL,34103
9053,Apples,140 4th AVE N ,Apples,FL,34102
9054,Apples,3515 Avion Woods CT 802,Apples,FL,34104
9055,Apples,16425 Carrara WAY 13-201,Apples,FL,34110
9056,Apples,178 Greenbrier ST ,MARCO ISLAND,FL,34145
9057,Apples,7634 Jacaranda LN ,Apples,FL,34114
9058,Apples,7347 TILDEN LN ,Apples,FL,34108
9059,Apples,1415 Pelican AVE ,Apples,FL,34102
9060,Apples,2139 Torino WAY ,Apples,FL,34105
9061,Apples,510 2nd ST S 102,Apples,FL,34102
9062,Apples,44 Algonquin CT ,MARCO ISLAND,FL,34145
9063,Apples,3949 Cordgrass WAY D-11,Apples,FL,34112
9064,Apples,5356 Brin WAY ,AVE MARIA,FL,34142
9065,Apples,16653 Toscana CIR 701,Apples,FL,34110
9066,Apples,1345 Sweetwater CV 102,Apples,FL,34110
9067,Apples,9133 The LN ,Apples,FL,34109
9068,Apples,2146 Clementine ST ,Apples,FL,34120
9069,Apples,11960 Champions Green WAY 208,FORT MYERS,FL,33913
9070,Apples,5706 Mayflower WAY 202,AVE MARIA,FL,34142
9071,Apples,2075 Vermont LN ,Apples,FL,34120
9072,Apples,4515 8th ST NE ,GOLDEN GATE,FL,34120
9073,Apples,2367 Orchard ST ,Apples,FL,34120
9074,Apples,1013 Ridge ST ,Apples,FL,34103
9075,Apples,12542 Fenhurst WAY ,Apples,FL,34120
9076,Apples,13263 Sherburne CIR 2302,BONITA SPRINGS,FL,34135
9077,Apples,7100 Barrington CIR 4-201,Apples,FL,34108
9078,Apples,865 105th AVE N ,Apples,FL,34108
9079,Apples,2565 4th AVE NE ,Apples,FL,34120
9080,Apples,2620 Blossom WAY ,Apples,FL,34120
9081,Apples,4010 Cindy AVE ,Apples,FL,34112
9082,Apples,2285 2nd AVE SE ,Apples,FL,34117
9083,Apples,101 Denis AVE N ,LEHIGH ACRES,FL,33971
9084,Apples,8506 Deimille CT ,Apples,FL,34114
9085,Apples,1254 13th ST N ,Apples,FL,34102
9086,Apples,1257 Kendari TER ,Apples,FL,34113
9087,Apples,25081 Peacock LN 201,Apples,FL,34114
9088,Apples,3955 Bishopwood CT W 101,Apples,FL,34114
9089,Apples,9101 Gervais CIR 1706,Apples,FL,34120
9090,Apples,2063 Vermont LN ,Apples,FL,34120
9091,Apples,2377 Fallglo ST ,Apples,FL,34120
9092,Apples,12051 Sitterley ST ,Apples,FL,34113
9093,Apples,2363 Orchard ST ,Apples,FL,34120
9094,Apples,13060 Amberley CT 809,BONITA SPRINGS,FL,34135
9095,Apples,5970 Amherst DR C105,Apples,FL,34112
9096,Apples,997 Tierra Lago WAY ,Apples,FL,34119
9097,Apples,1260 8th ST NE ,Apples,FL,34120
9098,Apples,104 Fleur De Lis LN ,Apples,FL,34112
9099,Apples,3525 Fort Charles DR ,Apples,FL,34102
9100,Apples,2016 Tarpon Bay DR N 102,Apples,FL,34119
9101,Apples,532 Club Side DR 4-532,Apples,FL,34110
9102,Apples,9423 Piacere WAY ,Apples,FL,34113
9103,Apples,1964 Alamanda DR 10,Apples,FL,34102
9104,Apples,349 Forest Hills BLVD ,Apples,FL,34113
9105,Apples,14087 Nautica CT ,Apples,FL,34114
9106,Apples,4799 Ganymede CT ,Apples,FL,34105
9107,Apples,1135 3RD AVE S 303,Apples,FL,34102
9108,Apples,370 Edgemere WAY N 20,Apples,FL,34105
9109,Apples,1100 Collier BLVD 1624,MARCO ISLAND,FL,34145
9110,Apples,2812 35th ST SW ,LEHIGH ACRES,FL,33976
9111,Apples,4 Bass LN 4,Apples,FL,34114
9112,Apples,14478 Tuscany Pointe TRL ,Apples,FL,34120
9113,Apples,9529 Avellino WAY 2812,Apples,FL,34113
9114,Apples,156 Pebble Shores DR 103,Apples,FL,34110
9115,Apples,7935 Mahogany Run LN 723,Apples,FL,34113
9116,Apples,3300 Fort Charles DR ,Apples,FL,34102
9117,Apples,165 Collier BLVD B-203,MARCO ISLAND,FL,34145
9118,Apples,481 Quail Forest BLVD B303,Apples,FL,34105
9119,Apples,2543 Avila LN ,Apples,FL,34105
9120,Apples,245 Quails Nest RD 4,Apples,FL,34112
9121,Apples,750 Ketch DR ,Apples,FL,34103
9122,Apples,824 Tanbark DR 203,Apples,FL,34108
9123,Apples,960 Cape Marco DR 1503,MARCO ISLAND,FL,34145
9124,Apples,1675 Winding Oaks WAY 102,Apples,FL,34109
9125,Apples,58 Collier BLVD 2202,MARCO ISLAND,FL,34145
9126,Apples,580 107th AVE N ,Apples,FL,34108
9127,Apples,1030 3rd AVE S 520,Apples,FL,34102
9128,Apples,150 Peach CT ,MARCO ISLAND,FL,34145
9129,Apples,920 Iris CT ,MARCO ISLAND,FL,34145
9130,Apples,27025 Allan ST ,BONITA SPRINGS,FL,34135
9131,Apples,3870 Sawgrass WAY 2525,Apples,FL,34112
9132,Apples,28370 Verde LN ,BONITA SPRINGS,FL,34135
9133,Apples,7515 Pelican Bay BLVD PH-B,Apples,FL,34108
9134,Apples,10971 Glenhurst ST ,FORT MYERS,FL,33913
9135,Apples,3850 Woodlake DR ,BONITA SPRINGS,FL,34134
9136,Apples,28520 Lobos CIR ,BONITA SPRINGS,FL,34135
9137,Apples,14167 Nautica CT ,Apples,FL,34114
9138,Apples,2288 Heritage Greens DR ,Apples,FL,34119
9139,Apples,8673 Mustang DR 58,Apples,FL,34113
9140,Apples,1855 Alameda DR ,Apples,FL,34120
9141,Apples,18165 Baruch DR ,FORT MYERS,FL,33967
9142,Apples,1839 Alameda DR ,Apples,FL,34120
9143,Apples,3644 Sapphire Cove Circle ,Apples,FL,34114
9144,Apples,1867 Alameda DR ,Apples,fl,34120
9145,Apples,9566 Trevi CT 4921,Apples,FL,34113
9146,Apples,1878 Alameda DR ,Apples,fl,34120
9147,Apples,12025 Covent Garden CT 2604,Apples,FL,34120
9148,Apples,3635 Boca Ciega DR 314,Apples,FL,34112
9149,Apples,1431 22nd AVE NE ,Apples,FL,34120
9150,Apples,6259 Brunello LN ,Apples,FL,34113
9151,Apples,1531 Weybridge CIR 6,Apples,FL,34110
9152,Apples,1818 Kings Lake BLVD 203,Apples,FL,34112
9153,Apples,271 Matecumbe LN 239,Apples,FL,34114
9154,Apples,3443 Gulf Shore BLVD N 706,Apples,FL,34103
9155,Apples,496 Veranda WAY F203,Apples,FL,34104
9156,Apples,37 High Point CIR E 208,Apples,FL,34103
9157,Apples,8001 Helena CT ,AVE MARIA,FL,34142
9158,Apples,195 Harrison RD 8-2,Apples,FL,34112
9159,Apples,16284 CAMDEN LAKES CIR ,Apples,FL,34110
9160,Apples,5 Bluebill AVE 205,Apples,FL,34108
9161,Apples,20111 Seagrove ST 603,ESTERO,FL,33928
9162,Apples,20809 Torre Del Lago ST ,ESTERO,FL,33928
